"HolderAddress","Balance","PendingBalanceUpdate"
"0x0abf9be18e9f7cf11733db1d499fca7591a2d936","15292785.6","No"
"0xf6bc1c717c5b3566043656de17fb8d89ae1ab2b2","16688600","No"
"0x20dcc8d02eeb79c7a7561613b2e38a398e97d9d2","15000000","No"
"0x40136b0c5013defde1c2206a6d7c98229989b2e4","16000000","No"
"0x81ad5d0235210ce7f667fc46712cae2d39925d63","15000000","No"
"0xf1805713fefc16f2cc06f5b86c2a4ccc1729c1dc","15000000","No"
"0x920aadad6bea7ee617ebc411bf19ce10b97d45c1","831.19334758823","No"
"0x683d23d25fdc3a58dc2f544890bf6097057421f2","26242.8373952006","No"
"0x2484d29e50cd9f9dcd795f8d23eaec891a08458d","0.1356928125","No"
"0x01566ffbc41b991f907635efa709011ff71ff9e4","60000","No"
"0x974bfcc7b25f979950b58ce0cf8d9c621a9c771e","162328.315547539","No"
"0xb10e56edb7698c960f1562c7edcc15612900c4a5","1E-18","No"
"0x43c2e7543977c0a2726db9a505aee2c310b73729","64.8407218658524","No"
"0xfcc0969097f1828530967cd2d6d8aa7acb3b3936","1769.48661127672","No"
"0x000000003a7cd5b15e460f73976b267544726f5f","1E-18","No"
"0x814356ba4947f7cea0fac37c6854737f653bbca5","1375.37879890671","No"
"0x611537cfc4010574ddaf9c0cbbe8f0f3b63bef97","2557.44898437346","No"
"0xc6e6dd6a0c61651d1bc055dc1c22418a729d41bb","1E-18","No"
"0x638af69053892cdd7ad295fc2482d1a11fe5a9b7","121.471072782643","No"
"0x9601f248da4e03b31e898ada4d042ebb5ef46e89","79.9511360300409","No"
"0xe0ea08d669deb5ccbe3df4cafdd55b201c6d3222","72.5318023381035","No"
"0x9452d179043d69c0814251177972de66bb722c97","240.740191347394","No"
"0x075987aed245aa4c5ba7b017130ebb586beaf77a","160.412046403585","No"
"0xe0f14c1a3ddc1666d109bfd8f25fa6fc04f9ee6a","168.261638532735","No"
"0x02a0abdf509acfe2a397d8ee1ff294be69513a17","25.8201397161959","No"
"0x3472013cb4182ca6d44e625119caa18e3d70a2d2","347.098832553524","No"
"0x6b65b38a41b90ae39d61b77dc80ce06fe377897f","0.447386669244047","No"
"0x853c7f51dd1c97971affeb0d341955ab9fe72ee7","11.8856433519496","No"
"0xcd3ebb19a498a63be828c51c0f045af31e924f54","11.882788132674","No"
"0x5f4930b21ec909f4b909b56f81f6b1a2f439047e","11.879933942629","No"
"0x6ef5011856fb7a0d837340afc30522459a389942","755.713503721441","No"
"0xba78ffcdd510f55f3b411c850b04b2b38bd84276","325.486464095406","No"
"0x5dd9a13fdfb9448800863d64b7b2d01bfceadaad","166.620822824882","No"
"0x97c47d314aa3f56841ffc99614314188381d0227","0.626610488496254","No"
"0x34d998e8e5374ce150a7849b912ef593a4eb0db5","8.97569607108341","No"
"0x948c1b8d9dedcda0690e78aac727d127fce191f2","74.8289379730949","No"
"0x81afd052f94e946fca412d4fd00f84cd230c67ee","30619.9428972208","No"
"0x6c0debe1bbe5c47525efe8fb14e6167260700da3","156.196809964166","No"
"0x855a5b16782304d3382dd764ef69a10efbeb9a77","1E-18","No"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x7b63f11c829a0d72b5a0ee83b1925d5e3bdd6559","702.680353298862","No"
"0x3be047be0d6cfcd9fb2758690758113a33d09883","336.033003053334","No"
"0x2fed7872b09f2980add3a2e945c0c593b29ec103","5469.03100976674","No"
"0x5be4696a5cb874b7fb3c625807539adc764e4378","641.104740246343","No"
"0x2a3c38278133bc9bd21d45f7974b9fc73b6412ef","4000","No"
