"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x00000000000064c443ef440577c26525a3c34a30","1441.16569050617","No"
"0x0000000000007f150bd6f54c40a34d7c3d5e9f56","3.128E-15","No"
"0x0000000008c9f3e47c663451c87dc7ae4d029c9b","1E-18","No"
"0x000000003a7cd5b15e460f73976b267544726f5f","1E-18","No"
"0x00000000751edf02c727ea9d0c1c8e64f169e343","1E-18","No"
"0x00000000acd5ca17eee6d92d9ca121543126cce1","1E-18","No"
"0x00000000e8080db3ed60313725643d38bec42071","1E-18","No"
"0x0000e9ef000000a15f1f02c1008d21eb66001534","1E-18","No"
"0x000783946ba1363438f7937bd080825d73402a45","35.9532843690288","No"
"0x0008ae25ecf93a9e6fc67d9cbc651115b1907749","39.0705134447659","No"
"0x00150f55d69056061cd97ad70a444620a7a93836","114.349593033405","No"
"0x001f1e677bea9ac50f733955601905401f03b35a","101.441778350376","No"
"0x002126155a241c256fba0dc7e87f4df4246ff31d","255","No"
"0x002c62fc82c81a0859ac3c58c8039d1640c73537","141.28","No"
"0x002dbe44a82eb930f31e5c06c226cfdcfd4074a1","50.5104407175707","No"
"0x002e6dafc52d6db609e1148d5b3724479608bfab","300","No"
"0x003000bb2d5221da1bfc8ac32aa8d142d5cc989e","112.938485321522","No"
"0x0042f1f7ee9cde7a25b996a21541a5b39d43d009","52","No"
"0x0047c7b06c0949a10bed85b71a31dd6bc754a29f","400.000066792371","No"
"0x0050facd2c04930257438b213fe9e132a26e5a29","357.056808914436","No"
"0x00538e3fe82b61af5fc455d10b6e741ed9fb5b93","136.877623315835","No"
"0x00582c1c9589a31a08d687639ec763e2109ad56e","358.651884936214","No"
"0x00631d29745695f799f5f0819e9c91ffa2f64d43","40.1329933497446","No"
"0x006b19c695259a8c6de433361d844c9fddbd8b16","177.161602030838","No"
"0x006c21eb2fb764acfc8aa56cc213abefeef86c63","42.5818398080623","No"
"0x006d77edef49486be4db07b278f77f72e215c62a","59.6573896971111","No"
"0x007047f59e7619065aafc465590de3e730f6bb26","264.782343628739","No"
"0x00742671f9ba71d8b8c2d1f409830ea3706dea30","844.777352924922","No"
"0x007ab3cbf8ffeae0a326aad3ad6660960bbb5290","781.78976234462","No"
"0x007cff11bf6318883673441fd6ec2c16ee9aa575","1747.2928049559","No"
"0x008f5188fb70fe24bcea632d2b2cbfde72af8506","3270","No"
"0x008fed19c708e6fe80117f226389ed5d0c265693","214.801509134644","No"
"0x00926e7ebc1791bbebac76564b48fbea3f5f27ec","6.8920953367604E-05","No"
"0x0093e5f2a850268c0ca3093c7ea53731296487eb","579.22171821876","No"
"0x00abbac622c694072eb49b2a2fd82e2738518a72","1.62E-15","No"
"0x00abbc67c3f96d3760dcbc4f60bd89254ba94675","605.98854","No"
"0x00ac7d308af1cc8ef983928489cd58eda3e06a46","227.041961752721","No"
"0x00b5b8bf56875281ce3ead18ccbc8af65c52fa19","76.0207327331846","No"
"0x00c26156690e2a967daf17e9a473b8626a63e88c","8.44392599697952","No"
"0x00c67d9d6d3d13b42a87424e145826c467cccd84","116.794320455077","No"
"0x00d03a1c17d915bd5ee22bb30698f5e608adc338","158.776667641023","No"
"0x00d9947f78df8abb265207538d496b25c89b5f72","157.893116572835","No"
"0x00dec1f7a34e3afebf2931c1e58d03dd10cd0de5","26.504772772576","No"
"0x00e413ebe3b333b9a6abdd63410968bcaf14089f","108.922043941066","No"
"0x00e97175f9f4ce46979b55a14ac84d3ae1dd146d","115.322278537348","No"
"0x00fb48001c5f9ab6c193b31caf25171c0734d425","179.557355743616","No"
"0x0103b597a71e12ad02f6aa8529737d53ecb46fc3","647.761224725754","No"
"0x010e5dde44a8d85abf95f54ab65d3422e180414b","136.672107749083","No"
"0x011b2ff4ff193a85b2a4ce40a73c0fe7a2cd1ca0","68","No"
"0x0120f73d95573b43145583b1537a2b90b95141b6","45","No"
"0x01222a114552e89e4c548170f8c1f4d5460d255a","0.196498330422644","No"
"0x013e46eba152fda94a163cc76c528c67cda172ca","10.517150156506","No"
"0x01403022cdb900e6efba83413255db41f07d22c8","74.5002625128513","No"
"0x014b4d87077831d6aa1370166383571f91abadf9","46.2384103124444","No"
"0x0150ac2efbb090921d5a6fdf089f9e9d28597243","4270.64716025935","No"
"0x016018b94ee9f68b8067e4fe2d0e34e9265144f8","57.5324208696413","No"
"0x0163c5062d32a576366cc076bbc6df95ecd245dd","48.1248080135873","No"
"0x016af2dd9cdb00c66bb10924ae9318d3954e1f28","11.42812","No"
"0x0178ec3251db394e17e774b250ab4ba5d8d0bd1d","1677.81062114729","No"
