"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x000000003a7cd5b15e460f73976b267544726f5f","1E-18","No"
"0x00000000e8080db3ed60313725643d38bec42071","1E-18","No"
"0x00064e885741ed13a122c5a115999e05c71b8fca","981.303684203194","No"
"0x005202d060f11aed313155c47a7b67e564b711a9","2779","No"
"0x0068657be4a1c725c9adb482dd81c3fe6e993723","14286.428","No"
"0x00bf64d4eb99027d12844242ae079fda98ff190b","2999.99","No"
"0x01082fb97d775a813f098e66ac058bb8a39ac636","3333.33","No"
"0x01975a07d85f8ec242e46241086889f2cfed9390","5445.66","No"
"0x01fbf02bf3fa2eb633de2bafe66d9e74b254732d","3.2449702683837E-05","No"
"0x026d5432d00603118052104a1d9f6bf5f4c8370f","1000","No"
"0x0272272c1dabf0b3d44fe04cf6a60e7d054d35a2","1395","No"
"0x0349a7d94300fa6b1421fc179810bbb806783e78","3135","No"
"0x03732001ee0e4973ebcffa899fdc3d20f8c62ba6","3333.33","No"
"0x03a13b51afedaac32fd63092c0dc75e00536096d","4489.16947533275","No"
"0x03decd01cd3bf0d17bd72c4f93717b16fc7eb5c4","2779.66","No"
"0x03fafd57aa4297f1d8e19d77864023f92e40f0e8","5019","No"
"0x0403869884098e9be561d70f359410b3c8d7d008","1373","No"
"0x040ad6745f76dcaf701269771d35a6be8db25611","2517.47549570282","No"
"0x0448a4b641f2201bb5f1dcf0154ea31c6123eb91","1390","No"
"0x04b70588f0327a668d6ab01e9a05aca642a896d9","5489.9517584713","No"
"0x050dc17e18a32a7df6c66a6134edbd811d3de0c7","786.865627299082","No"
"0x05aec30b6135a83982594f16e8f6cb53524baf63","0.24810903277307","No"
"0x05b59a7b5fbf505a5eb776093ecfeca7ca5a1b40","2666.66","No"
"0x05feec927dafa6860318efb6bfe71670a681f6c6","1000","No"
"0x06411875930317f075e3d0ef77cc4201b94b3e7b","1050.9263576485","No"
"0x0678c3d4af29325a508987476257edc18376e98d","203.599104840018","No"
"0x070868995a75cf6ef082521a6ef781cd1051e6a3","2161.818182","No"
"0x0788b0bb180b8308b0485d7c7876bfdaf0cfbb24","2666.66","No"
"0x07cf8046ea42144628774e3f1d4377958654a469","22380.8668383161","No"
"0x07faf7104a87505b3c513f4b08e0aefc8aa745af","1366.96965456514","No"
"0x081156109b8f90355bb994add15dd37e59daeddf","1390","No"
"0x082f6dfdafca0be0ca181764cbfaa018d5c2e1f1","2779","No"
"0x083ef6250f8ecc5c709b0d216db4715b25d8197a","7861.24570461161","No"
"0x0905640979b4200c2a0bb5224931cd32f8586086","4816.50310024863","No"
"0x0925d5d9e238a2aca1a3d898e7f6b096e9a3bbf9","2222","No"
"0x09545b0488d6e7a01c7c970062607d66ced7919b","39166","No"
"0x09cba546a88cf031ffd69a21565e41e9ca69108b","20286000","No"
"0x09f1313f95688c6661d3265c15f7177bac2a36ae","245.900528134409","No"
"0x0a2dc66bde44a7a3401efc88f385387370716a3c","2868","No"
"0x0ac22f4a7ab99a2d91ec07be204d89978d67ec74","2957","No"
"0x0b2afb81e2b8ee737cfb9076701f6bd372389d6c","435.586716074571","No"
"0x0ca2038076bfc135c3896ec2556b9804b4f8437e","42462.12455","No"
"0x0cc6be3f7457cdeb481c741f7e3e3d21afccd648","999.889554359442","No"
"0x0cc8cc6af893f53b71ef8d651643891fb900a62d","1239.2787539031","No"
"0x0cfcbcdede6b895b62bf4ff9fa1cb2885c833c8a","1390","No"
"0x0d5fcf03a7ec4b86e921acda39041d62c8611646","1660.68851945681","No"
"0x0d78a4b2657dd319ae1f47ce5e529d03e984cef5","253.297028326039","No"
"0x0d7aebfeecf5e34267b07fbd76a7d65a7afd3e85","24645.5187201313","No"
"0x0e2e091221b1d79cce17f240515443dc139c7d90","9E-06","No"
"0x0e2eeedab80299eb17f6ca34b580d1b6f07cdb4f","100","No"
"0x0e5b233019b448f0379c2f1e712bffe9a52c4770","8159.0909","No"
"0x0e798c02481b2a91a766f8434a34876f5c0f5627","1666.66","No"
"0x0ed67daaacf97acf041cc65f04a632a8811347ff","28571.428","No"
"0x0fa13b977023b214faf134ebee6989596cc6a8bb","5837.74974946595","No"
"0x0fd9f323ce7ec7f2d43607da21de16d5bd191564","3642.59960911826","No"
"0x101348fe2dcc4bcc2d612d738ffaa0eb0b60f25a","125000.552012702","No"
"0x106c0c39b338f5b62653ee4f053b05fad34d2eab","3313","No"
"0x106f8813639a2336b4de56a5933699898f238680","417.8228712383","No"
"0x10994d96cf30f52a55775ec6d2e7076b901fae4f","50.66","No"
"0x10d2a05f4118f9a78059261bce3a69889daa5ddb","1.8208E-14","No"
"0x111cd92405b1dfbd19882d361418f49d99d8fed8","100","No"
"0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","74.3535988136051","No"
"0x1224c0fb81a5399c6fd4eef4cd575de2d4e88e0e","4113","No"
"0x12b27e7b549424cbc9ef6d026bcc19c7ecd01658","4469","No"
"0x12f243b1bb39094a61ef15ffdd499f441b4a11e9","2666.66","No"
"0x134fecb53a9658bf0c90e444b74d950612f0ed66","1111.9209","No"
"0x1367774923cc42c5ec14ae3d62214ece32134db9","3224","No"
"0x1374c83bf4af8e0c847d449840bb7a9b0963a1c8","2000.33","No"
"0x137c7faf20d97878477266b653c041fdce1ad2d5","900","No"
"0x13bf9729e2d9b15b1331e17b0df70679c4ec3ae3","13029.0008067901","No"
"0x143d8092e4834a9925709f118655e96e080ebdb2","443.975134342889","No"
"0x147f5ff38649d55a05332a789835edae19955ba9","1066.66","No"
"0x14dd64c4a0e510db0540e629f1172f21651aa4bb","2868","No"
"0x152309b84969901b452f098c2df57d99bac60628","629","No"
"0x15735d481dadf3dcb8be78f716be048112796ba4","2501","No"
"0x15d45c4fb6c0e47f5c122aa365f0520f8631a3f0","1390","No"
"0x15e72dec660a08adeac519ebf9557aa65ed2b0b2","12815.4746684773","No"
"0x1653be56ab8fc7221d2fb9c668d557f3786352d4","46942.1722187799","No"
"0x165d05a115d2ce3f51fce8dcbaf4600f1f587318","3333.33","No"
"0x171d53ec7358d52cc511299e8f68c9f608509f4a","770.697054583719","No"
"0x17791d6ff5f70191cd87b05199a7fcef891e82b0","2104.05315695799","No"
"0x17ba21021dea4f56d54e68edbd6c717b220d6eea","2084","No"
"0x17c271094ad3ef1ca1d41bbf9261b8f68645323b","3402","No"
"0x17cbe6c7570a285c5705b386431b0413fd588182","90909.09091","No"
"0x18be3c31562e8434a4d6abaa2ca43514aa68aae7","3313","No"
"0x194f0fe6d4dfbf198868b1b507cd74122fbfebcc","2222","No"
"0x19f2c8d9b9d53f34f6f5cb15a59f871ee5da6dc1","2957","No"
"0x1a1398f7793db92169804728c411073f67f1f094","1500","No"
"0x1a5687c53aed45cbeff6a06a781aad48d741e82f","2779","No"
"0x1a59b358628329f28b43d1342328aa24496df024","1390","No"
"0x1a780d53503898813fa1b34e8ec6ac7b3a5b703e","49847.0765759507","No"
"0x1ab91c9b3676bbcb00e9a981f7fc93a0dc3952b5","3333.33","No"
