"HolderAddress","Balance","PendingBalanceUpdate"
"0xfc633b4776ecc6299efb597a9c6cfcfba20ba398","52777651.9109149","No"
"0x996e90d4d81a8677cf95cb987a5eb0d2ade3aca5","11209124.289617","No"
"0x7e5f578d0e4c43ae5c06a19bfb43a539a8908c87","9986273.35778005","No"
"0x4f8804f271831e6dec099a602b29f02560d0a3a0","23020292.0471566","No"
"0x7ba9b94127d434182287de708643932ec036d365","24037675.4437545","No"
"0x986b7f04af742aa7dff42d51fc77ac508385875f","29.8440600509527","No"
"0xf8377270af0c864d2b3bab73bb16c65b05767549","13679404.2685703","No"
"0x7cf22917643f15520121a6eece65be4a609cce5b","0.139309838282623","No"
"0x92597cfd6745a7b3d601d632280f0a0ee1749a62","100000","No"
"0x878823fa425ad0e6586b0c19aaea4cc488655f32","2.2671E-14","No"
"0xb9d666984888ecff1e7e468ad1e482ec74ea2017","3447378.80597405","No"
"0x930276a68ed38334913bc318484bf93c5ddba5ff","80000","No"
"0x649b12564d23a85b44ee100edb65b5dcba591695","20771.0447357258","No"
"0x0000000071e801062eb0544403f66176bba42dc0","1E-18","No"
"0x00000000002bde777710c370e08fc83d61b2b8e1","1E-18","No"
"0x89a0bba4adaa3cfc8feabb71b0bf173c0c04f2e7","3.31750019769E-07","No"
"0xb9ef770b6a5e12e45983c5d80545258aa38f3b78","1084568.40444433","No"
"0x5f3e759d09e1059e4c46d6984f07cbb36a73bdf1","1E-18","No"
"0x8be4db5926232bc5b02b841dbede8161924495c4","1E-18","No"
"0x590a2a418a22793ec1ea103890c63949230324fd","3021.34406765669","No"
"0xe9dcb6d77dd688b2c9e3ec06330bec159a859c41","176.528295492239","No"
"0xafe0e7de1ff45bc31618b39dfe42dd9439eebb32","1E-18","No"
"0x2c6afe50894f903c4749942f19f2d2dab0e9dc0c","600","No"
"0x81409e4c1a55c034ec86f64a75d18d911a8b0071","31000","No"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0xb3a03242029ae5af36b1824fe72ced2d7828833f","63000","No"
"0x2c0c1692d1c898d0b0adf0f73eb99594884f5bdc","576082.653484655","No"
"0x5fd9c4368ee7e8fc79e48fba390c148fd16453ee","10490881.083822","No"
"0x41e91c89b52c6d41607f78dba70911ea0dc58f32","4384.34598617287","No"
"0x55a77f8e6ef4376e2f15e678c8b2f8819e95f538","3782118.78501293","No"
"0xda862c7e9baf7234e3ad9bbfca1d3c143bc5116f","500","No"
"0x58f7995512aef15938d50974461a485da40efd01","4.559E-15","No"
"0x522e39e92f976ef26cf71d8aa6f0f10ba6879233","40.8796192620361","No"
"0x294803520a1e7b671c105c8a3d94836f40b2b557","20000","No"
"0x855a5b16782304d3382dd764ef69a10efbeb9a77","1E-18","No"
"0x05315aa85b3e707e79b42b920c464f6434a84d56","40000.5226380505","No"
"0x7f376056b1c12eed9921cbe402d1bc54fb7e8787","2929.9680067852","No"
"0xc95268a6b9e3ea6855f8acee19ed972cc557998f","19968.9584664224","No"
"0x2d48056fab137228f99ebf4a3083213130e0d076","10000","No"
"0x0fcc6de5e36247d12b54c33ab3ad8a808e4c7c19","320571.941106095","No"
"0x3d9e0ae1f2a494cd4d99780d84fb9d381bef9f18","12140.1365782934","No"
"0xd3aecf9e0856822bd320873e905ae9f78a2977e7","3000","No"
"0x881ed7a30606a0c2af0fab951025af408bc4c6d1","3000","No"
"0x12710513dab50f6982d5b7d7054c5a0a2af5ddfc","3000","No"
"0x0e175f41a5f00112234fad421ae5b16ecb11ed1a","500","No"
"0x48382914a80742f9255a32a5fbd3d260ab5e45e7","3000","No"
"0xb526ad188f560a9687a754aef40a231ba9c0575f","2000.97506456529","No"
"0x816a9811e73303f24036621161ba54fc36b6c9b6","3000","No"
"0x58723c434f4b3c192bee580cbbf61810c1def15e","3000","No"
